date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,acq_date,fire_count_all_india,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2015-05-22,Delhi,202.6,27.3,51.8,26.6,214.7,20.0,9.05,7.5,31.6,9.07,23.89,0.23,463.8,Very Poor,,0.0,-0.3546211138733284,False,-0.033330762917365364,False
2015-05-23,Delhi,315.6,534.9,14.6,13.3,162.4,47.4,7.84,30.3,166.5,9.12,28.78,8.68,407.5,Satisfactory,,0.0,0.4419498482872811,False,-0.07782751036530705,False
2015-05-24,Delhi,293.9,406.7,72.7,98.9,101.1,7.0,7.48,12.2,177.4,12.93,16.52,4.14,409.6,Moderate,,0.0,0.28898002635024345,False,-0.10444540196424307,False
2015-05-25,Delhi,98.2,87.4,17.7,118.3,167.1,27.9,0.11,2.3,130.2,10.84,4.33,2.25,85.2,Severe,,0.0,-1.0905680913031304,False,-0.0488554457321877,False
2015-05-26,Delhi,435.5,477.0,138.2,33.3,51.9,6.2,7.02,27.9,125.9,18.93,1.75,1.16,311.9,Satisfactory,,0.0,1.287160984243538,False,-0.1156005697728254,False
2015-05-27,Delhi,285.5,493.1,43.6,79.8,31.4,11.0,5.25,47.2,5.3,8.57,8.19,0.76,120.3,Severe,,0.0,0.22976590172945494,False,-0.10277418263307747,False
2015-05-28,Delhi,265.1,107.5,136.1,85.7,208.5,15.3,8.04,10.9,178.1,5.19,18.05,0.36,254.0,Good,,0.0,0.08596017050753979,False,-0.10200219940790395,False
2015-05-29,Delhi,101.5,257.0,120.0,116.7,29.6,34.9,2.01,8.5,22.0,19.05,8.15,5.99,45.2,Very Poor,,0.0,-1.0673053994878203,False,-0.07421146252519062,False
2015-05-30,Delhi,277.1,569.3,109.5,129.0,138.2,14.4,9.01,29.1,182.4,4.05,4.5,2.25,44.8,Poor,,0.0,0.17055177710866645,False,-0.05073615843135193,False
2015-05-31,Delhi,182.1,575.3,97.1,90.2,64.3,8.0,4.79,99.1,187.6,11.32,10.84,0.87,497.6,Good,,0.0,-0.4991317751502531,False,-0.034471813568581644,False
2015-06-01,Delhi,220.4,318.5,104.7,128.6,221.9,1.3,4.55,71.7,29.2,6.34,7.44,9.96,458.9,Moderate,,0.0,-0.2291435640816571,False,-0.09685415675064024,False
2015-06-02,Delhi,198.1,120.4,72.6,98.3,185.4,31.9,2.8,10.1,115.9,17.05,11.77,9.34,489.9,Moderate,,0.0,-0.38634296634875087,False,-0.08016428235826423,False
2015-06-03,Delhi,275.8,27.8,18.5,90.8,172.8,23.3,8.05,49.0,56.9,11.98,15.75,7.31,287.1,Good,,0.0,0.1613876863935443,False,-0.11736303808392967,False
2015-06-04,Delhi,447.8,308.8,123.1,140.2,141.8,4.9,2.5,27.6,178.5,5.83,21.14,3.0,14.4,Satisfactory,,0.0,1.373867381009693,False,-0.05665544364564079,False
2015-06-05,Delhi,258.3,148.4,183.2,34.5,188.7,40.2,3.84,74.6,148.0,8.99,22.04,9.89,221.9,Good,,0.0,0.03802492676690128,False,-0.12906004910267688,False
2015-06-06,Delhi,6.6,11.2,192.0,145.1,83.1,4.3,2.19,82.1,21.6,7.78,14.19,1.23,360.4,Very Poor,,0.0,-1.7362840216917304,False,-0.01978136836558919,False
2015-06-07,Delhi,268.8,27.5,167.5,51.8,99.7,25.6,6.59,86.2,100.7,11.93,13.54,9.38,210.0,Poor,,0.0,0.1120425825428871,False,-0.10364873326310436,False
2015-06-08,Delhi,456.1,195.8,27.6,148.4,201.9,22.9,6.08,36.0,51.8,5.41,11.9,4.85,123.2,Very Poor,,0.0,1.4323765755754723,False,-0.08545390617149734,False
2015-06-09,Delhi,126.9,455.1,156.2,51.4,84.6,24.5,9.03,24.5,172.6,10.9,5.7,4.72,299.2,Good,,0.0,-0.8882531655154356,False,-0.09223469462884387,False
2015-06-10,Delhi,424.1,388.5,162.5,144.3,86.2,14.2,6.82,27.1,75.6,6.83,10.36,4.15,87.7,Very Poor,,0.0,1.2067989579724678,False,-0.08890178126352016,False
2015-06-11,Delhi,16.5,443.1,91.5,3.2,213.9,49.9,7.55,6.1,110.2,12.25,21.61,5.28,255.6,Very Poor,,0.0,-1.6664959462458009,False,-0.04571709924466183,False
2015-06-12,Delhi,341.6,326.1,137.2,70.5,19.8,49.1,5.43,98.8,139.8,1.89,1.28,9.47,152.9,Moderate,,0.0,0.6252316625897222,False,-0.11127207206587064,False
2015-06-13,Delhi,323.6,149.8,45.7,7.8,159.7,40.8,3.26,51.9,95.6,15.02,8.68,9.34,366.6,Good,,0.0,0.49834425268803223,False,-0.10789058488799641,False
2015-06-14,Delhi,150.5,432.0,104.5,125.8,154.5,9.4,8.0,40.6,158.4,1.82,8.74,8.41,295.6,Poor,,0.0,-0.7218896725332199,False,-0.11512014664806369,False
2015-06-15,Delhi,181.0,94.7,59.1,55.7,161.9,46.6,5.51,62.9,154.0,4.01,3.82,2.74,188.5,Satisfactory,,0.0,-0.5068860057553564,False,-0.12531711145179547,False
2015-06-16,Delhi,335.7,3.7,131.3,17.4,47.1,33.3,7.7,22.9,156.7,0.53,23.55,5.48,50.7,Good,,0.0,0.5836407893441681,False,-0.06695993759367924,False
2015-06-17,Delhi,109.8,327.5,92.0,82.0,6.3,13.6,8.14,38.3,2.5,2.54,12.24,3.64,399.3,Very Poor,,0.0,-1.0087962049220411,False,-0.08469095296705925,False
2015-06-18,Delhi,464.1,28.3,16.5,16.8,68.4,18.9,5.1,8.8,105.8,4.61,14.22,5.33,290.1,Good,,0.0,1.4887709799762234,False,-0.07147925712187375,False
2015-06-19,Delhi,220.1,172.7,18.1,53.5,41.5,49.3,3.37,22.4,118.8,12.05,18.09,9.56,352.2,Good,,0.0,-0.23125835424668534,False,-0.1284791452892976,False
2015-06-20,Delhi,332.9,513.6,95.8,137.6,67.5,38.1,1.66,1.0,77.7,18.71,11.79,6.7,190.1,Satisfactory,,0.0,0.563902747803905,False,-0.06420155531000016,False
2015-06-21,Delhi,309.8,310.3,43.6,30.1,107.8,43.6,4.89,5.1,49.4,2.41,13.86,2.05,184.5,Poor,,0.0,0.4010639050967365,False,-0.10470929648987853,False
2015-06-22,Delhi,36.8,330.2,17.6,4.6,131.8,7.2,5.53,0.6,53.6,8.56,19.07,4.41,182.5,Good,,0.0,-1.523395145078895,False,-0.05471776818705987,False
2015-06-23,Delhi,63.6,515.0,197.4,49.7,207.5,2.7,7.15,0.7,96.5,0.52,27.61,1.45,232.7,Severe,,0.0,-1.3344738903363789,False,-0.08138337665604028,False
2015-06-24,Delhi,172.0,62.6,138.2,67.5,222.0,30.2,0.79,27.1,85.8,18.89,28.19,2.46,149.5,Very Poor,,0.0,-0.5703297107062013,False,-0.09654681982264968,False
2015-06-25,Delhi,405.8,582.9,128.4,109.7,245.6,24.5,6.76,42.8,56.1,16.21,8.19,4.22,98.8,Poor,,0.0,1.0777967579057497,False,-0.09717923697303782,False
2015-06-26,Delhi,11.5,189.9,132.8,135.4,11.0,49.1,5.44,83.4,159.5,2.36,10.55,9.07,288.2,Severe,,0.0,-1.7017424489962703,False,-0.07833449332800274,False
2015-06-27,Delhi,489.2,479.0,88.9,68.3,1.7,33.2,3.21,34.0,178.9,7.5,26.52,6.99,34.8,Poor,,0.0,1.6657084237835798,False,-0.07174448379683362,False
2015-06-28,Delhi,270.3,112.9,118.1,80.4,226.4,27.9,5.15,42.4,171.0,9.28,7.59,9.77,362.3,Poor,,0.0,0.12261653336802793,False,-0.1249357190736341,False
2015-06-29,Delhi,429.1,300.0,60.5,132.0,174.9,2.4,5.31,31.5,89.0,14.15,15.35,9.84,484.0,Severe,,0.0,1.2420454607229374,False,-0.10084822835817453,False
2015-06-30,Delhi,121.3,237.7,187.2,111.3,117.5,48.6,8.79,48.0,167.1,8.9,3.24,6.03,47.5,Poor,,0.0,-0.9277292485959613,False,-0.08844018805239345,False
2015-07-01,Delhi,196.1,523.1,80.7,117.8,24.3,5.9,5.38,0.8,145.2,9.36,21.39,4.05,401.2,Severe,,0.0,-0.40044156744893866,False,-0.0788632765699453,False
2015-07-02,Delhi,210.4,104.2,160.8,16.6,139.2,48.4,4.71,84.7,111.4,18.43,29.06,2.02,301.3,Severe,,0.0,-0.299636569582596,False,-0.10334847384946177,False
2015-07-03,Delhi,352.0,95.2,16.7,139.6,201.2,40.8,6.53,3.2,174.6,16.93,8.97,9.73,409.4,Good,,0.0,0.6985443883106984,False,-0.06542847568687793,False
2015-07-04,Delhi,182.2,197.9,52.5,40.0,67.6,26.7,8.14,19.6,31.9,14.55,24.7,6.89,493.2,Good,,0.0,-0.4984268450952437,False,-0.07653283792669541,False
2015-07-05,Delhi,285.8,150.8,1.4,142.5,31.9,3.7,7.31,65.5,198.9,4.61,26.03,3.15,204.1,Good,,0.0,0.23188069189448318,False,-0.08702791973051577,False
2015-07-06,Delhi,199.0,167.9,161.9,10.8,78.7,46.4,7.47,92.6,96.7,13.72,28.97,6.93,335.2,Very Poor,,0.0,-0.37999859585366635,False,-0.08643946410748066,False
2015-07-07,Delhi,262.3,406.3,137.0,12.3,5.1,12.0,5.39,55.3,133.9,1.82,7.03,2.72,242.6,Good,,0.0,0.06622212896727683,False,-0.12259431166269602,False
2015-07-08,Delhi,101.2,250.7,192.5,22.9,168.2,45.1,1.83,93.4,145.5,15.28,25.72,2.93,83.6,Good,,0.0,-1.0694201896528486,False,-0.07389388721516177,False
2015-07-09,Delhi,343.1,112.2,11.7,81.4,52.8,46.1,9.79,69.6,120.9,11.62,16.51,0.13,133.6,Good,,0.0,0.6358056134148631,False,-0.08891577838993214,False
2015-07-10,Delhi,50.2,175.3,50.1,26.1,162.6,14.2,4.44,87.7,131.8,4.32,19.62,4.97,289.9,Moderate,,0.0,-1.428934517707637,False,-0.09938653161826044,False
2015-07-11,Delhi,116.1,254.8,162.1,79.1,234.9,3.1,3.2,96.5,48.9,0.57,3.1,4.18,253.7,Good,,0.0,-0.9643856114564496,False,-0.09436033826552509,False
2015-07-12,Delhi,425.2,591.1,56.0,144.8,59.7,33.6,1.83,74.8,180.2,9.09,2.32,2.14,282.0,Good,,0.0,1.2145531885775709,False,-0.046684351263259316,False
2015-07-13,Delhi,315.0,294.8,14.5,125.0,182.4,31.1,7.75,18.8,117.5,15.79,22.87,9.89,157.9,Good,,0.0,0.43772026795722463,False,-0.11755991734606813,False
2015-07-14,Delhi,354.0,237.8,119.6,77.9,117.6,41.6,1.52,11.3,104.0,11.71,5.05,7.82,285.4,Very Poor,,0.0,0.7126429894108862,False,-0.1253641981176271,False
2015-07-15,Delhi,494.5,316.2,194.4,6.4,98.3,2.7,2.35,79.4,35.0,13.55,11.59,8.37,44.9,Good,,0.0,1.7030697166990774,False,-0.04476730251842276,False
2015-07-16,Delhi,181.6,269.3,1.8,41.6,102.4,15.5,2.46,86.1,54.2,19.08,22.81,3.98,3.8,Good,,0.0,-0.5026564254253,False,-0.06687819084246083,False
2015-07-17,Delhi,416.8,23.5,151.8,118.0,36.1,41.6,3.98,89.5,177.5,11.15,7.63,3.77,112.5,Good,,0.0,1.1553390639567824,False,-0.0672982873226241,False
2015-07-18,Delhi,295.7,184.3,146.9,74.2,144.1,11.9,2.0,34.0,165.0,13.9,15.65,7.5,426.0,Moderate,,0.0,0.30166876734041254,False,-0.11690339572206715,False
2015-07-19,Delhi,388.0,325.5,50.4,143.3,221.4,25.2,3.59,99.5,58.8,10.85,28.94,7.89,48.8,Very Poor,,0.0,0.9523192081140784,False,-0.054742581471637575,False
2015-07-20,Delhi,468.6,120.6,181.9,26.9,35.0,11.8,8.59,81.7,56.4,0.13,18.81,8.27,103.1,Severe,,0.0,1.520492832451646,False,-0.07338361256610121,False
2015-07-21,Delhi,408.1,394.5,114.2,18.5,80.9,15.5,7.08,34.4,101.4,9.59,26.07,7.54,301.0,Severe,,0.0,1.0940101491709657,False,-0.1168490881434337,False
2015-07-22,Delhi,387.4,17.6,9.3,66.6,147.3,41.3,2.4,67.0,199.4,2.82,18.83,9.14,181.1,Moderate,,0.0,0.948089627784022,False,-0.07992538632311369,False
2015-07-23,Delhi,473.2,120.1,150.0,14.4,129.8,46.7,8.7,15.7,81.8,11.21,22.0,7.96,36.5,Severe,,0.0,1.5529196149820776,False,-0.057457609830998346,False
2015-07-24,Delhi,117.6,457.1,147.6,102.9,207.5,43.9,1.58,36.2,194.3,5.92,17.68,6.04,390.8,Poor,,0.0,-0.9538116606313088,False,-0.08674150387268076,False
2015-07-25,Delhi,98.1,136.3,76.9,19.9,123.0,36.6,10.0,32.3,58.3,11.95,13.73,7.18,476.4,Moderate,,0.0,-1.0912730213581396,False,-0.040827109729443145,False
2015-07-26,Delhi,347.7,159.1,28.3,125.8,201.7,11.5,6.09,3.9,55.4,15.55,15.57,2.89,9.0,Very Poor,,0.0,0.6682323959452947,False,-0.07135999696679207,False
2015-07-27,Delhi,125.6,267.0,156.5,44.1,102.0,19.0,4.75,65.2,73.8,12.03,6.63,9.66,100.0,Severe,,0.0,-0.8974172562305578,False,-0.12549362683220172,False
2015-07-28,Delhi,301.5,459.2,76.4,67.8,189.0,45.6,2.12,26.8,89.3,8.7,22.42,4.81,412.6,Moderate,,0.0,0.34255471053095715,False,-0.1262221126976753,False
2015-07-29,Delhi,444.5,166.7,167.3,119.6,215.1,47.4,4.53,81.3,7.2,17.44,7.85,1.05,258.7,Moderate,,0.0,1.350604689194383,False,-0.08184749700136157,False
2015-07-30,Delhi,276.7,314.8,129.3,46.3,130.1,38.3,2.74,59.1,64.2,18.11,4.27,7.68,132.0,Good,,0.0,0.16773205688862866,False,-0.14104438654324514,False
2015-07-31,Delhi,26.4,168.6,142.1,126.6,157.2,15.2,0.15,62.5,101.9,9.57,7.85,4.7,383.1,Good,,0.0,-1.5967078707998714,False,-0.07252401763539035,False
2015-08-01,Delhi,361.4,542.4,165.6,12.5,206.3,9.2,4.73,0.9,63.6,1.92,13.49,3.06,277.3,Satisfactory,,0.0,0.7648078134815809,False,-0.07421565371581312,False
2015-08-02,Delhi,469.7,134.2,65.0,40.4,16.1,45.8,2.34,73.4,82.8,13.28,8.89,7.87,283.4,Poor,,0.0,1.528247063056749,False,-0.10841310910505997,False
2015-08-03,Delhi,152.4,567.3,132.0,136.3,52.8,43.3,7.47,49.1,118.5,1.36,15.53,6.58,134.2,Poor,,0.0,-0.7084960014880415,False,-0.0952531882916951,False
2015-08-04,Delhi,217.7,223.0,62.4,114.5,211.5,25.7,0.79,87.0,64.8,14.7,7.69,9.09,38.5,Severe,,0.0,-0.24817667556691073,False,-0.08169050916055676,False
2015-08-05,Delhi,35.7,316.1,83.5,92.7,0.1,15.7,1.12,62.0,51.9,9.31,8.24,5.49,207.5,Severe,,0.0,-1.5311493756839982,False,-0.11308086435495218,False
2015-08-06,Delhi,110.5,589.1,80.9,53.8,62.1,47.8,5.58,92.6,191.1,8.56,2.93,1.99,349.3,Poor,,0.0,-1.0038616945369754,False,-0.055408396045278696,False
2015-08-07,Delhi,401.4,80.8,187.9,25.7,94.9,45.2,7.52,88.0,45.1,7.91,12.77,1.88,406.4,Severe,,0.0,1.0467798354853364,False,-0.08410995795609238,False
2015-08-08,Delhi,454.1,440.9,97.3,95.4,8.8,33.1,9.36,45.6,38.6,17.68,26.7,7.55,127.2,Severe,,0.0,1.4182779744752845,False,-0.08498497782201525,False
2015-08-09,Delhi,219.3,592.3,45.1,12.6,36.5,25.5,8.58,10.7,191.1,1.79,12.61,2.19,47.4,Satisfactory,,0.0,-0.23689779468676034,False,-0.003913388680078178,False
2015-08-10,Delhi,414.2,250.6,11.2,68.3,74.4,12.4,3.24,17.3,92.1,1.03,18.4,7.5,200.2,Satisfactory,,0.0,1.1370108825265381,False,-0.12689306038174347,False
2015-08-11,Delhi,216.7,150.3,4.6,146.7,168.3,47.8,1.89,99.9,122.1,7.18,18.48,1.87,64.6,Good,,0.0,-0.2552259761170046,False,-0.048515515952634924,False
2015-08-12,Delhi,133.7,526.2,109.3,143.4,140.5,29.6,7.0,77.3,134.4,0.17,11.21,9.96,99.4,Severe,,0.0,-0.8403179217747972,False,-0.08150795788273396,False
2015-08-13,Delhi,101.3,80.8,193.2,141.8,189.4,21.6,6.45,48.8,12.1,11.27,20.0,1.33,250.0,Satisfactory,,0.0,-1.068715259597839,False,-0.07981242259962573,False
2015-08-14,Delhi,137.5,103.3,26.2,114.5,69.4,22.6,1.76,71.1,120.0,15.89,13.91,0.56,289.0,Satisfactory,,0.0,-0.8135305796844404,False,-0.10542009928083673,False
2015-08-15,Delhi,283.7,544.1,13.6,82.4,96.6,29.4,8.9,35.1,43.1,7.46,20.82,7.24,207.4,Moderate,,0.0,0.21707716073928587,False,-0.10258217004510467,False
2015-08-16,Delhi,371.7,140.0,45.3,56.6,229.1,32.9,2.47,33.9,16.6,2.5,22.34,1.89,151.2,Poor,,0.0,0.837415609147548,False,-0.10716987998250588,False
2015-08-17,Delhi,464.5,150.6,187.2,19.7,111.3,32.3,6.81,65.2,195.9,19.71,20.49,5.59,195.6,Poor,,0.0,1.491590700196261,False,-0.074724452203835,False
2015-08-18,Delhi,178.8,110.4,17.3,10.6,11.2,37.4,6.94,11.4,195.9,4.99,17.8,6.55,334.1,Poor,,0.0,-0.5223944669655628,False,-0.05222053119344927,False
2015-08-19,Delhi,198.1,107.7,169.1,11.5,194.6,44.0,1.33,4.9,50.9,12.01,8.23,6.07,83.4,Satisfactory,,0.0,-0.38634296634875087,False,-0.06184114046483469,False
2015-08-20,Delhi,439.2,64.7,100.9,116.3,58.7,48.8,1.15,13.8,17.5,15.03,21.89,2.77,464.9,Moderate,,0.0,1.3132433962788854,False,-0.049554185692925135,False
2015-08-21,Delhi,117.9,251.7,56.1,43.7,35.9,28.2,4.04,2.4,24.8,2.58,7.96,7.66,453.9,Good,,0.0,-0.9516968704662806,False,-0.07012526491424176,False
2015-08-22,Delhi,100.9,564.1,140.9,79.7,170.1,39.9,3.81,36.0,104.8,18.6,7.57,7.18,470.6,Satisfactory,,0.0,-1.0715349798178766,False,-0.09493842215529436,False
2015-08-23,Delhi,286.9,358.6,99.7,38.3,197.4,41.2,0.86,27.5,122.6,9.9,29.48,0.79,317.8,Severe,,0.0,0.23963492249958623,False,-0.12072606597754448,False
2015-08-24,Delhi,246.1,35.8,28.8,106.1,85.6,47.7,7.45,22.9,41.1,5.64,19.21,2.11,114.4,Severe,,0.0,-0.04797653994424427,False,-0.10979648843011491,False
2015-08-25,Delhi,217.9,540.4,108.5,85.5,73.7,45.0,9.14,6.4,73.0,8.92,15.36,2.77,62.5,Good,,0.0,-0.24676681545689183,False,-0.060335122651801965,False
2015-08-26,Delhi,326.0,560.3,94.4,66.6,223.6,35.1,1.02,87.5,115.1,5.46,26.07,4.16,139.1,Severe,,0.0,0.5152625740082574,False,-0.08261252028432037,False
2015-08-27,Delhi,321.7,107.3,170.5,83.4,3.2,9.1,0.09,31.9,70.2,2.5,23.19,0.07,402.4,Satisfactory,,0.0,0.4849505816428536,False,-0.08727739554166819,False
2015-08-28,Delhi,17.2,148.2,152.9,116.3,69.5,45.1,8.53,78.1,0.4,19.58,28.68,8.05,342.9,Very Poor,,0.0,-1.6615614358607351,False,-0.04009272396168262,False
2015-08-29,Delhi,480.2,151.9,173.6,11.1,130.0,33.0,4.64,77.4,56.0,2.9,2.24,5.77,184.3,Moderate,,0.0,1.6022647188327348,False,-0.08717354159632112,False
2015-08-30,Delhi,216.9,272.3,36.1,128.2,89.1,22.0,2.15,50.7,37.8,8.64,26.06,8.83,128.0,Satisfactory,,0.0,-0.2538161160069857,False,-0.10316142475644463,False
2015-08-31,Delhi,353.4,244.8,24.0,141.4,47.2,30.2,6.84,82.1,137.9,8.26,25.53,8.75,448.0,Severe,,0.0,0.7084134090808297,False,-0.08952418685115837,False
2015-09-01,Delhi,142.8,167.1,141.1,62.6,123.0,38.9,3.41,9.2,10.4,15.18,24.53,3.04,469.1,Poor,,0.0,-0.7761692867689427,False,-0.07297843128397258,False
2015-09-02,Delhi,275.0,479.6,105.0,118.9,146.2,44.7,7.8,38.0,101.3,12.06,20.09,6.71,245.3,Severe,,0.0,0.15574824595346912,False,-0.12893645059185382,False
2015-09-03,Delhi,460.6,4.8,77.2,74.2,196.6,3.5,3.53,19.2,186.6,19.13,18.23,9.1,363.2,Moderate,,0.0,1.4640984280508949,False,-0.06544008010744007,False
2015-09-04,Delhi,69.6,255.2,16.5,3.3,88.2,38.5,6.88,40.7,137.8,0.81,28.28,1.54,208.0,Moderate,,0.0,-1.2921780870358155,False,-0.08668919161220695,False
2015-09-05,Delhi,364.4,190.7,77.1,87.8,145.0,12.0,3.2,98.0,70.5,2.39,20.65,2.47,34.4,Severe,,0.0,0.7859557151318626,False,-0.07445021262002655,False
2015-09-06,Delhi,409.2,343.7,184.8,37.6,75.7,37.7,9.56,63.4,123.7,7.56,17.86,1.26,332.0,Moderate,,0.0,1.1017643797760688,False,-0.10219947825283687,False
2015-09-07,Delhi,123.5,403.6,22.9,135.6,17.0,22.6,6.39,20.2,188.1,14.34,2.79,1.48,437.8,Severe,,0.0,-0.9122207873857548,False,-0.07099846891200545,False
2015-09-08,Delhi,85.6,20.3,13.3,23.8,4.0,47.7,0.5,35.4,19.4,6.7,20.63,4.45,132.9,Moderate,,0.0,-1.1793892782343132,False,-0.05042965985086856,False
2015-09-09,Delhi,326.1,271.6,134.8,56.6,130.0,28.1,2.29,79.5,71.9,0.28,28.65,3.59,180.1,Poor,,0.0,0.515967504063267,False,-0.12421151494013927,False
2015-09-10,Delhi,131.4,382.8,148.0,54.4,163.3,14.1,8.56,73.4,79.1,12.15,15.23,9.32,147.6,Good,,0.0,-0.8565313130400131,False,-0.11331446189526301,False
2015-09-11,Delhi,88.6,350.0,3.0,63.8,227.3,22.9,7.86,81.1,35.8,5.26,27.88,9.43,145.8,Poor,,0.0,-1.1582413765840316,False,-0.10066594743136986,False
2015-09-12,Delhi,124.2,596.3,93.5,95.9,230.1,8.7,9.5,80.3,166.9,3.58,24.01,5.98,155.9,Severe,,0.0,-0.9072862770006892,False,-0.0502741378276893,False
2015-09-13,Delhi,216.1,318.7,28.7,81.0,68.9,39.3,6.04,97.6,57.3,17.68,28.22,0.27,355.4,Good,,0.0,-0.2594555564470609,False,-0.11091202899677266,False
2015-09-14,Delhi,376.6,190.9,163.5,19.6,204.2,28.8,0.28,15.7,141.1,15.92,26.09,5.37,193.2,Good,,0.0,0.8719571818430083,False,-0.0946208775310966,False
2015-09-15,Delhi,133.4,450.0,74.1,27.9,119.4,25.9,3.35,73.0,109.0,1.33,29.77,8.27,221.8,Poor,,0.0,-0.8424327119398254,False,-0.11786839708493918,False
2015-09-16,Delhi,457.1,407.5,171.9,121.9,1.3,21.5,7.6,66.7,99.8,11.15,12.36,5.35,350.2,Severe,,0.0,1.4394258761255663,False,-0.11110939659807406,False
2015-09-17,Delhi,96.8,120.8,101.1,54.1,94.6,18.9,6.97,44.1,62.4,2.79,7.38,2.94,316.5,Severe,,0.0,-1.1004371120732617,False,-0.1170083034140047,False
2015-09-18,Delhi,258.8,536.2,87.2,20.2,236.3,38.7,2.64,96.6,90.0,15.78,0.67,0.39,180.1,Moderate,,0.0,0.04154957704194823,False,-0.08080513912459492,False
2015-09-19,Delhi,95.9,569.8,192.5,4.9,238.0,4.7,5.32,99.0,30.5,2.13,18.12,6.56,330.1,Severe,,0.0,-1.1067814825683462,False,-0.03690943351338283,False
2015-09-20,Delhi,311.2,126.8,129.7,81.6,5.7,30.3,4.71,8.7,198.5,14.24,8.44,2.7,322.1,Good,,0.0,0.4109329258668678,False,-0.0881328057300691,False
2015-09-21,Delhi,294.2,20.1,14.7,42.5,172.0,38.1,0.46,90.2,43.4,13.77,27.49,5.06,406.5,Severe,,0.0,0.2910948165152717,False,-0.05649259847201038,False
2015-09-22,Delhi,400.1,577.8,8.6,0.9,20.8,33.8,1.92,3.4,22.7,2.95,25.7,7.23,122.6,Severe,,0.0,1.0376157447702146,False,-0.02850830418161565,False
2015-09-23,Delhi,263.9,206.6,168.0,102.9,209.4,26.4,4.4,55.7,47.1,13.65,20.45,1.75,207.4,Severe,,0.0,0.0775010098474268,False,-0.14128712461923415,False
2015-09-24,Delhi,272.3,74.5,23.8,108.9,173.1,40.7,9.84,72.9,150.3,3.32,20.38,3.46,141.7,Satisfactory,,0.0,0.1367151344682157,False,-0.0889064525653071,False
2015-09-25,Delhi,75.1,396.0,115.0,65.1,188.6,39.1,5.04,59.5,132.4,10.73,16.92,0.63,283.9,Very Poor,,0.0,-1.2534069340102991,False,-0.12937886254215059,False
2015-09-26,Delhi,150.9,179.5,162.3,86.7,236.6,26.3,5.3,99.3,193.0,16.3,1.61,9.85,96.4,Very Poor,,0.0,-0.7190699523131823,False,-0.06422962661968534,False
2015-09-27,Delhi,107.4,7.4,86.0,129.0,150.5,20.4,2.47,82.1,28.2,1.96,13.95,3.84,366.6,Moderate,,0.0,-1.0257145262422664,False,-0.05526816105679122,False
2015-09-28,Delhi,391.2,12.6,84.9,41.5,143.7,10.8,1.98,68.4,162.7,16.61,28.67,3.96,197.3,Moderate,,0.0,0.9748769698743788,False,-0.09257435915926171,False
2015-09-29,Delhi,102.3,117.7,130.5,106.0,73.4,37.0,9.49,29.1,49.8,7.61,6.1,7.6,26.8,Severe,,0.0,-1.0616659590477453,False,-0.06288655505951268,False
2015-09-30,Delhi,116.5,50.6,166.3,61.8,137.7,42.1,10.0,23.6,3.4,8.07,21.88,8.69,186.2,Satisfactory,,0.0,-0.9615658912364121,False,-0.05102836702117797,False
2015-10-01,Delhi,120.8,581.9,5.9,129.4,214.2,3.9,5.35,46.4,17.4,2.73,9.6,4.66,109.1,Poor,,0.0,-0.9312538988710083,False,-0.06737565616873253,False
2015-10-02,Delhi,358.0,293.5,84.2,83.8,58.7,39.7,5.11,64.5,119.7,3.87,1.39,4.48,203.4,Satisfactory,,0.0,0.7408401916112618,False,-0.14625034373308077,False
2015-10-03,Delhi,8.3,273.9,149.1,136.1,61.6,9.1,2.21,63.7,25.4,17.1,11.98,5.34,365.3,Poor,,0.0,-1.7243002107565706,False,-0.07811032818962149,False
2015-10-04,Delhi,14.6,272.6,117.3,100.7,75.1,5.9,7.95,73.6,142.6,6.4,10.32,6.66,293.0,Poor,,0.0,-1.6798896172909792,False,-0.09931560414895557,False
2015-10-05,Delhi,37.6,542.5,32.2,94.4,231.5,11.3,0.69,68.3,17.9,19.97,8.51,1.95,49.3,Very Poor,,0.0,-1.51775570463882,False,-0.05163851018571297,False
2015-10-06,Delhi,197.6,458.2,132.2,113.8,201.0,31.0,5.98,65.3,71.5,17.09,24.62,7.22,392.2,Moderate,,0.0,-0.3898676166237978,False,-0.12892029641507324,False
2015-10-07,Delhi,448.9,40.3,88.0,23.7,129.1,8.4,4.38,63.6,17.0,0.7,6.29,6.67,379.0,Severe,,0.0,1.3816216116147961,False,-0.08001693384966008,False
2015-10-08,Delhi,131.7,580.9,79.9,98.8,18.0,5.4,4.84,81.7,173.6,7.81,2.77,3.92,359.2,Severe,,0.0,-0.854416522874985,False,-0.0918541379575325,False
2015-10-09,Delhi,489.1,428.2,157.6,119.4,69.1,22.6,4.58,76.6,114.7,13.57,22.7,9.99,224.9,Satisfactory,,0.0,1.6650034937285707,False,-0.09729895468314453,False
2015-10-10,Delhi,482.7,235.3,16.6,34.5,75.0,36.4,8.8,44.4,163.6,3.56,9.92,3.57,102.4,Poor,,0.0,1.6198879702079696,False,-0.07345503212698729,False
2015-10-11,Delhi,156.0,349.6,181.4,139.1,134.9,34.6,3.7,26.2,134.5,10.42,27.08,3.38,179.7,Severe,,0.0,-0.6831185195077035,False,-0.10622690400540907,False
